name,review_count,categories,rating,coordinates,price,phone,address
Starbucks,692,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.731875,-122.139776",$$,(510) 633-3045,"1057A MacArthur Blvd, San Leandro, CA 94577, USA"
Blue Bottle Coffee,288,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.8012434,-122.2739494",$$,(510) 653-3394,"480 9th St, Oakland, CA 94607, USA"
Philz Coffee,662,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.8501815,-122.2522347",$$,(510) 463-6790,"6310 College Ave, Oakland, CA 94618, USA"
Starbucks,743,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.71156,-122.162592",$$,(510) 357-6101,"1209 Marina Blvd, San Leandro, CA 94577, USA"
Blue Bottle Coffee,132,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.6,"37.8258434,-122.2533556",$$,(510) 653-3394,"4001 Piedmont Ave, Oakland, CA 94611, USA"
Starbucks,82,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",3.6,"37.72315100000001,-122.156198",$$,(510) 895-2660,"1499 Washington Ave, San Leandro, CA 94577, USA"
Starbucks,1313,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",3.8,"37.737543,-122.19789",$$,(510) 635-2418,"8450-D Edgewater Dr, Oakland, CA 94621, USA"
Blue Bottle Coffee,552,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.83112149999999,-122.2542106",$$,(510) 653-3394,"4270 Broadway, Oakland, CA 94611, USA"
Philz Coffee,179,"['cafe', 'food', 'point_of_interest', 'establishment']",4.7,"37.8911891,-122.1233595",$$,(925) 310-4529,"3597 Mount Diablo Blvd, Lafayette, CA 94549, USA"
Equator Coffees,148,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.8122188,-122.2611127",$,(510) 828-1536,"175 Bay Pl, Oakland, CA 94610, USA"
Lane-E Kefa Coffee,98,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.796519,-122.265087",$,(510) 628-0814,"77 8th St Suite 182, Oakland, CA 94607, USA"
The Coffee Mill,199,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.813703,-122.2468252",$$,(510) 465-4224,"3363 Grand Ave, Oakland, CA 94610, USA"
K's Coffee House,57,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.8699302,-122.2701727",,(510) 848-2147,"2002 Center St, Berkeley, CA 94704, USA"
Hudson Bay Cafe,161,"['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.8401967,-122.2514795",$,(510) 658-0214,"5401 College Ave, Oakland, CA 94618, USA"
It's A Grind Coffee House,135,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",3.9,"37.7158962,-122.1787462",$,(510) 227-8160,"1933 Davis St, San Leandro, CA 94577, USA"
modern coffee,123,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.8031873,-122.270863",$,(510) 835-8000,"411 13th St, Oakland, CA 94612, USA"
Cafe Santana Roasting Company,255,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.7896137,-122.196678",$,(510) 842-3027,"4100 MacArthur Blvd, Oakland, CA 94619, USA"
The Coffee Lab,34,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.8723762,-122.2556694",,,"Berkeley, CA 94720, USA"
Big House Beans,80,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.7,"37.8345962,-122.2627549",,(510) 350-7307,"4770 Telegraph Ave, Oakland, CA 94609, USA"
1951 Coffee Company,305,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.8666359,-122.2599729",$,,"2410 Channing Way, Berkeley, CA 94704, USA"
Souvenir Coffee Co.,72,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.8902081,-122.298198",,,"1114 Solano Ave, Albany, CA 94706, USA"
modern coffee,155,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.7,"37.8069911,-122.2674263",$,(510) 858-7601,"381 19th St, Oakland, CA 94612, USA"
WFM Coffee Bar,12,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.8556083,-122.2602357",$$,(510) 649-1333,"3000 Telegraph Ave, Berkeley, CA 94705, USA"
modern coffee,28,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.8048569,-122.2736951",$,(510) 740-9767,"1300 Clay St, Oakland, CA 94612, USA"
Cafenated Coffee Company,320,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.8803291,-122.2699044",,(510) 989-9662,"2085 Vine St, Berkeley, CA 94709, USA"
Coffee & Snack Shop,30,"['cafe', 'food', 'point_of_interest', 'establishment']",4.6,"37.8411397,-122.2912795",,(510) 594-0445,"5980 Horton St # 111, Emeryville, CA 94608, USA"
Peet's Coffee,561,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.778452,-122.276803",$,(510) 254-3857,"1901 Webster St, Alameda, CA 94501, USA"
Peet's Coffee,321,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.868406,-122.2674712",$,(510) 225-0451,"2255 Shattuck Ave., Berkeley, CA 94704, USA"
Snow White Coffee,196,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.824151,-122.2552042",$,(510) 808-7655,"3824 Piedmont Ave, Oakland, CA 94611, USA"
Merritt Station Cafe,116,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,"37.8097447,-122.2495083",$,(510) 444-3400,"614 Grand Ave, Oakland, CA 94610, USA"
Peet's Coffee,413,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.8702242,-122.3009417",$,(510) 525-3207,"1776 Fourth St, Berkeley, CA 94710, USA"
Peet's Coffee,122,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.5,"37.8587433,-122.2440905",$,(510) 843-1434,"2916 Domingo Ave, Berkeley, CA 94705, USA"
States Coffee,51,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.828414,-122.2607132",,(510) 879-7579,"419 40th St, Oakland, CA 94609, USA"
Medleno Coffee Shop & Roastery,81,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.8,"37.8190441,-121.9959033",,(925) 558-5563,"480 San Ramon Valley Blvd, Danville, CA 94526, USA"
Luis's Coffee Shop,230,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.7719305,-122.2009047",$,(510) 261-7880,"5390 Bancroft Ave, Oakland, CA 94601, USA"
Starbucks,101,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.6626205,-122.396762",$$,(650) 872-6677,"101 Oyster Point Blvd #108, South San Francisco, CA 94080, USA"
Blue Bottle Coffee,794,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.7762264,-122.4233363",$$,(510) 653-3394,"315 Linden St, San Francisco, CA 94102, USA"
Philz Coffee,599,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.754325,-122.3901454",$$,(415) 423-1474,"1258 Minnesota St, San Francisco, CA 94107, USA"
Starbucks,511,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.655186,-122.4109174",$$,(650) 589-1939,"329 Grand Ave, South San Francisco, CA 94080, USA"
Blue Bottle Coffee,674,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.7824887,-122.3931064",$$,(510) 653-3394,"2 S Park St, San Francisco, CA 94107, USA"
Philz Coffee,415,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7511819,-122.4383819",$$,(415) 817-1510,"4298 24th St, San Francisco, CA 94114, USA"
Starbucks,331,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",3.9,"37.652071,-122.402052",$$,(650) 866-3904,"176 Gateway Blvd, South San Francisco, CA 94080, USA"
Blue Bottle Coffee,2791,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.7824817,-122.4077903",$$,(510) 653-3394,"66 Mint St, San Francisco, CA 94103, USA"
Starbucks,367,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.6973358,-122.4629514",$$,(650) 757-5274,"6873 Mission St, Daly City, CA 94014, USA"
Starbucks,189,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.664531,-122.445516",$$,(650) 952-0740,"Transit Village, 100 McLellan Drive, South San Francisco, CA 94080, USA"
Philz Coffee,97,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.6723092,-122.4653119",$$,(415) 347-7158,"5055 Junipero Serra Blvd, Colma, CA 94014, USA"
Philz Coffee,510,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.72347389999999,-122.4535697",$$,(415) 841-1178,"1110 Ocean Ave, San Francisco, CA 94112, USA"
Philz Coffee,1323,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.7524004,-122.4143029",$$,(415) 875-9370,"3101 24th St, San Francisco, CA 94110, USA"
Blue Bottle Coffee,73,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.7711039,-122.3910743",$$,(510) 653-3394,"1385 4th St, San Francisco, CA 94158, USA"
Blue Bottle Coffee,23,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.2,"37.7739033,-122.4186044",$$,,"55 S Van Ness Ave, San Francisco, CA 94103, USA"
Equator Coffees,314,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.8053215,-122.4318751",$$,(415) 720-1461,"2 Marina Blvd, San Francisco, CA 94123, USA"
CoffeeShop,226,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.7470161,-122.418717",$,(415) 368-3802,"3139 Mission St, San Francisco, CA 94110, USA"
Coffee Bar Montgomery,105,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7905611,-122.4024694",$,(415) 397-2233,"101 Montgomery St, San Francisco, CA 94104, USA"
Rise & Grind Coffee and Tea,337,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7737174,-122.4661482",$,(415) 780-1579,"785 8th Ave, San Francisco, CA 94118, USA"
Coffee Bar-Kearny,11,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",5,"37.7921474,-122.4044898",,(415) 795-1214,"433 Kearny St, San Francisco, CA 94108, USA"
Castro Coffee Company,219,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.7621072,-122.4349885",$,(888) 528-2349,"427 Castro St, San Francisco, CA 94114, USA"
Cafe Bean,94,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.3,"37.7887003,-122.4137148",$,(415) 928-0888,"800 Sutter St, San Francisco, CA 94109, USA"
Ballast Coffee,202,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.7,"37.7374766,-122.4694111",$$,,"329 W Portal Ave, San Francisco, CA 94127, USA"
Martha & Bros. Coffee Co.,355,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.7389982,-122.4147947",$,(415) 642-7585,"745 Cortland Ave, San Francisco, CA 94110, USA"
Réveille Coffee Co.,697,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.79727219999999,-122.4055778",$$,(415) 789-6258,"200 Columbus Ave, San Francisco, CA 94133, USA"
Home Coffee Roasters,537,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.7544553,-122.4769923",$$,(415) 683-5943,"1222 Noriega St, San Francisco, CA 94122, USA"
Antigua Coffee Shop,127,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.7427876,-122.4784193",$,(415) 683-3259,"1131 Taraval St, San Francisco, CA 94116, USA"
Henry's House of Coffee,390,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.6,"37.7541988,-122.4812255",$,(415) 681-9363,"1618 Noriega St, San Francisco, CA 94122, USA"
Graffeo Coffee Roasting Co.,68,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.8014531,-122.4120907",,(855) 901-0248,"735 Columbus Ave, San Francisco, CA 94133, USA"
Telescope Coffee,124,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.9,"37.7720388,-122.4092506",,(415) 757-0519,"451 9th St, San Francisco, CA 94103, USA"
Central Coffee Tea & Spice,148,"['cafe', 'bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.7743302,-122.4442863",$,(415) 922-2008,"1696 Hayes St, San Francisco, CA 94117, USA"
Philz Coffee,826,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.6441473,-122.4522315",$$,(650) 829-2435,"2248 Westborough Blvd Suite 603, South San Francisco, CA 94080, USA"
Tasty Coffee,72,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.7285642,-122.4405509",$,(415) 585-8853,"1818 San Jose Avenue, San Francisco, CA 94112, USA"
Chestnut Street Coffee Roastery,332,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.8000051,-122.4417885",$,,"2331 Chestnut St, San Francisco, CA 94123, USA"
Cafeto Coffee Shop,146,"['cafe', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7361649,-122.4240311",$,(415) 970-9090,"111 Richland Ave, San Francisco, CA 94110, USA"
Blue Bottle Coffee,151,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.787128,-122.4036425",$$,(510) 653-3394,"705 Market St, San Francisco, CA 94103, USA"
Moka Coffee,136,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.7916667,-122.4210583",$,(415) 749-1731,"1605 Polk St, San Francisco, CA 94109, USA"
Peet's Coffee,392,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.7802972,-122.475252",$,(415) 592-2200,"5201 Geary Blvd, San Francisco, CA 94118, USA"
Union Street Coffee Roastery,187,"['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.1,"37.7970142,-122.4353348",$$,(415) 922-9559,"2191 Union St, San Francisco, CA 94123, USA"
Home Coffee Roasters,421,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.7823255,-122.4809919",$$,(415) 702-9244,"2018 Clement St, San Francisco, CA 94121, USA"
HITW Coffee,187,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.7,"37.8006907,-122.4080931",$,(415) 810-2092,"524 Union St, San Francisco, CA 94133, USA"
Peet's Coffee,135,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.773433,-122.438898",$,(415) 593-8830,"310 Broderick St, San Francisco, CA 94117, USA"
Verve Coffee Roasters,643,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.7671579,-122.4290973",$$,(415) 780-0867,"2101 Market St, San Francisco, CA 94114, USA"
Beacon Coffee & Pantry,389,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.8022222,-122.4133973",$$,(415) 814-2551,"805 Columbus Ave, San Francisco, CA 94133, USA"
Mazarine Coffee,1456,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.7875604,-122.4040535",$$,,"720 Market St, San Francisco, CA 94102, USA"
Earth's Coffee,85,"['cafe', 'bakery', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.7,"37.7816033,-122.4557416",$,(415) 933-8628,"3400 Geary Blvd, San Francisco, CA 94118, USA"
Snowbird Coffee,451,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.5,"37.76308179999999,-122.4661371",$$,,"1352 9th Ave A, San Francisco, CA 94122, USA"
Blue Bottle Coffee,524,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.7923601,-122.4346877",$$,(510) 653-3394,"2453 Fillmore St, San Francisco, CA 94115, USA"
Starbucks,642,"['cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.2,"37.387571,-122.083068",$$,(650) 564-9255,"750 Castro Street, Park Place South, Mountain View, CA 94041, USA"
Starbucks,405,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.390886,-122.094764",$$,(650) 254-8929,"1037 El Monte Ave, Mountain View, CA 94040, USA"
Starbucks,377,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.2,"37.4114435,-122.094239",$$,(650) 966-1515,"580 Rengstorff Ave North, Mountain View, CA 94043, USA"
Starbucks,977,"['cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",4.2,"37.415785,-122.077546",$$,(650) 965-2048,"1380 Pear Ave, Mountain View, CA 94043, USA"
Starbucks,144,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.403017,-122.079089",$$,(650) 691-4868,"570 N Shoreline Blvd, Mountain View, CA 94040, USA"
Bean Scene Café.,617,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.4,"37.3762955,-122.0301632",$,(408) 738-4523,"186 S Murphy Ave, Sunnyvale, CA 94086, USA"
Caffino Cup,49,"['cafe', 'food', 'point_of_interest', 'establishment']",4.5,"37.42720389999999,-121.9120273",$$,(408) 921-3740,"315 W Calaveras Blvd, Milpitas, CA 95035, USA"
Crema Coffee Roasting Co.,418,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.3316895,-121.9117916",$$,(408) 320-2215,"1202 The Alameda, San Jose, CA 95126, USA"
1 Oz Coffee,568,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.4046071,-121.982848",$,(650) 254-8330,"3051 Tasman Dr, Santa Clara, CA 95054, USA"
Red Berry Coffee Bar,589,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.3795741,-122.114696",$$,(650) 941-1049,"145 Main St, Los Altos, CA 94022, USA"
Caffino,64,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.3936839,-122.0981119",$$,(650) 964-4506,"1947 W El Camino Real, Mountain View, CA 94040, USA"
Philz Coffee,660,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.5,"37.2875295,-121.931356",$$,(408) 819-3819,"1976 S Bascom Ave, Campbell, CA 95008, USA"
Peet's Coffee,495,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.3943811,-121.9459754",$,(408) 213-0810,"3932 Rivermark Plaza, Santa Clara, CA 95054, USA"
Coffee & Water Lab,227,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.3155753,-121.9765562",$,(408) 839-1378,"603 Saratoga Ave #40, San Jose, CA 95129, USA"
1 Oz Coffee,658,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.3878598,-122.0829402",$$,(650) 254-8555,"650 Castro St #130, Mountain View, CA 94041, USA"
Peet's Coffee,534,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.352108,-121.960544",$,(408) 831-7517,"2002 El Camino Real Suite 20, Santa Clara, CA 95050, USA"
Peet's Coffee,352,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.367905,-122.0332562",$,(408) 636-0545,"144 W El Camino Real, Sunnyvale, CA 94087, USA"
Big Mug Coffee Roaster,1073,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.3,"37.3515727,-121.980872",$,(408) 816-7932,"3014 El Camino Real, Santa Clara, CA 95051, USA"
Clocktower Coffee Roasting Company,607,"['cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.4,"37.39717,-122.0615679",$,(650) 210-8032,"205 E Middlefield Rd, Mountain View, CA 94043, USA"
Living Room Coffee Craft,196,"['cafe', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.8,"37.2919717,-121.9512834",,(408) 370-4342,"1711 S Winchester Blvd, Campbell, CA 95008, USA"
Lookout Coffee,81,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.8,"37.2847892,-121.9499904",,,"2135 S Winchester Blvd Unit 100, Campbell, CA 95008, USA"
Red Rock Coffee,2990,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.4,"37.3936236,-122.0787581",$$,(650) 967-4473,"201 Castro St, Mountain View, CA 94041, USA"
Big Mug Coffee Roaster Campbell,41,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.2921292,-121.9320779",,(408) 963-6962,"1725 S Bascom Ave #1100, Campbell, CA 95008, USA"
Peet's Coffee,89,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4,"37.3779877,-122.0763071",$,(650) 390-9205,"Nob Hill Foods, 1250 Grant Rd, Mountain View, CA 94040, USA"
Peet's Coffee,317,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.3373318,-122.0662058",$,(408) 636-1850,"22350 Homestead Rd, Cupertino, CA 95014, USA"
Orchard Valley Coffee.,593,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",4.2,"37.2871612,-121.9437394",$,(408) 374-2115,"349 E Campbell Ave, Campbell, CA 95008, USA"
Dunkin',253,"['meal_takeaway', 'cafe', 'bakery', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.1,"37.3549125,-122.0173647",$,(408) 498-0396,"852 E El Camino Real, Sunnyvale, CA 94087, USA"
Peet's Coffee,398,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.3910161,-122.08123",$,(650) 967-4694,"420 Castro St, Mountain View, CA 94041, USA"
Peet's Coffee,317,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.2888116,-121.9330359",$,(408) 558-9535,"1875 S Bascom Ave Suite 800, Campbell, CA 95008, USA"
Peet's Coffee,268,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.319331,-121.948425",$,(408) 213-1071,"377 Santana Row #1130, San Jose, CA 95128, USA"
Peet's Coffee,577,"['cafe', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.3320961,-121.912959",$,(408) 213-7285,"1295 The Alameda, San Jose, CA 95126, USA"
Tico Coffee Roasters,18,"['cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.7,"37.2668318,-121.9529653",,(408) 256-1004,"1334 Dell Ave Suite G, Campbell, CA 95008, USA"
Cake Creations Bakery and Café,68,"['bakery', 'cafe', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",4.5,"37.5515136,-122.3018951",,(650) 571-1552,"709 Bermuda Dr, San Mateo, CA 94403, USA"
Cocola Bakery,225,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",4.3,"37.4831694,-122.2046944",$$,(650) 257-3634,"2810 Bay Rd, Redwood City, CA 94063, USA"
Woodside Bakery & Cafe,86,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.4234101,-122.1973625",$$,(650) 854-6207,"325 Sharon Park Dr, Menlo Park, CA 94025, USA"
Sugar Bowl Bakery,31,"['bakery', 'food', 'store', 'storage', 'point_of_interest', 'establishment']",4.2,"37.6596508,-122.1324293",$$,(510) 782-3302,"20389 Corsair Blvd, Hayward, CA 94545, USA"
Copenhagen Bakery & Cafe,1178,"['bakery', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.5790407,-122.3466312",$$,(650) 342-1357,"1216 Burlingame Ave, Burlingame, CA 94010, USA"
Suzanne's Cake & Pastry,66,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.4,"37.6011194,-122.3918512",$,(650) 697-4713,"320 Broadway, Millbrae, CA 94030, USA"
Backhaus,465,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.8,"37.5634102,-122.3251672",$$,(650) 200-9493,"32 E 3rd Ave, San Mateo, CA 94401, USA"
Munguia's Bakery,16,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.3,"37.5666421,-122.3186214",,(650) 513-1543,"602 E 4th Ave, San Mateo, CA 94401, USA"
Shaw Bakers,13,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.6394329,-122.4065421",,,"320b Shaw Rd, South San Francisco, CA 94080, USA"
SusieCakes,82,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.45268069999999,-122.1838734",$$,(650) 324-2252,"642 Santa Cruz Ave, Menlo Park, CA 94025, USA"
Entenmann's Bakery,53,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.6469425,-122.4213481",$$,(650) 761-2714,"264 S Spruce Ave, South San Francisco, CA 94080, USA"
SimplyCake,81,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.6,"37.5643187,-122.32375",,(650) 348-2888,"132 E 3rd Ave, San Mateo, CA 94401, USA"
Half Moon Bay Bakery,72,"['bakery', 'doctor', 'point_of_interest', 'health', 'store', 'food', 'establishment']",4.5,"37.4633518,-122.4294662",$,(650) 726-4841,"514 Main St, Half Moon Bay, CA 94019, USA"
Panaderia Munguia,18,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.7,"37.4776989,-122.2126734",,(650) 260-2842,"2601 Middlefield Rd, Redwood City, CA 94063, USA"
Golden Glaze Bakery,18,"['bakery', 'cafe', 'point_of_interest', 'store', 'food', 'establishment']",4.1,"37.4772365,-122.2093687",,(650) 366-3228,"2780 San Mateo Ave, Redwood City, CA 94063, USA"
Auntie EM's Fine Foods & Pastries,36,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.6567311,-122.4372936",,(650) 588-6068,"1127 El Camino Real, South San Francisco, CA 94080, USA"
J&J Bakery,52,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",3.4,"37.6554973,-122.4107101",,(650) 588-2656,"324 Grand Ave, South San Francisco, CA 94080, USA"
Bonjour Bakehouse,21,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",5,"37.5859511,-122.3335587",,(650) 305-1448,"1007 Howard Ave, San Mateo, CA 94401, USA"
Gerry's Cakes,26,"['bakery', 'store', 'food', 'point_of_interest', 'establishment']",4.5,"37.452065,-122.1853671",$$,(650) 326-6282,"1141 Chestnut St, Menlo Park, CA 94025, USA"
Safeway Bakery,0,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",0,"37.4843596,-122.2304558",$$,(650) 306-1900,"1071 El Camino Real, Redwood City, CA 94063, USA"
Little Sky Bakery,27,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.5,"37.4543665,-122.1825531",,,"506 Santa Cruz Ave, Menlo Park, CA 94025, USA"
Mademoiselle Colette,317,"['bakery', 'cafe', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.4862391,-122.2312881",$$,(888) 771-8229,"2401 Broadway, Redwood City, CA 94063, USA"
Sheng Kee Bakery #3 - San Mateo,198,"['bakery', 'point_of_interest', 'store', 'food', 'establishment']",4.1,"37.5448485,-122.2849305",$,(650) 341-8838,"2964 S Norfolk St, San Mateo, CA 94403, USA"
Dianda's San Mateo,248,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4.6,"37.5213139,-122.3367444",$$,(650) 570-6260,"117 De Anza Blvd, San Mateo, CA 94402, USA"
Safeway Bakery,1,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.5189032,-122.2755735",$$,(650) 596-1730,"1100 El Camino Real, Belmont, CA 94002, USA"
Sugar Bowl Bakery,44,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']",4,"37.6574859,-122.1343913",,(510) 782-2118,"1963 Sabre St, Hayward, CA 94545, USA"
